Transaction ID,Transaction Type,Transaction Date,Transaction Status,Transferring Registry,Transferring Account Type,Transferring Account Name,Transferring Account Identifier,Transferring Account Holder,Acquiring Registry,Acquiring Account Type,Acquiring Account Name,Acquiring Account Identifier,Acquiring Account Holder,Nb of units,Option
EU490243,10-36,2019-02-27 01:33:13.554,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Denmark,100,Frderikshavn VF,5006312,Frederikshavn Varme A/S,1241,Details
EU490251,10-36,2019-02-27 01:33:13.476,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Denmark,100,Novopan Træind,5006155,Kronospan ApS,12043,Details
EU490395,10-36,2019-02-27 01:33:13.473,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Denmark,100,Rockwool Vamdru,5006478,ROCKWOOL Danmark A/S,23298,Details
EU490421,10-36,2019-02-27 01:33:13.413,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Denmark,100,Afffaldssselskabet Vendsyssel Vest I/S,5022102,Nordværk I/S,15856,Details
EU490248,10-36,2019-02-27 01:33:13.413,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Denmark,100,Central Nord,5006555,Vestforsyning Varme A/S,86,Details
EU490385,10-36,2019-02-27 01:33:13.403,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Denmark,100,Tarco vej A/S,5006447,Munck Asfalt A/S,632,Details
EU490252,10-36,2019-02-27 01:33:13.381,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Denmark,100,Kyndbyværket,5006355,Ørsted Bioenergy & Thermal Power A/S,3846,Details
EU490424,10-36,2019-02-27 01:33:13.378,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Denmark,100,Køge Kraftvarmeværk,5006344,Vestegnens Kraftvarmeselskab I/S,31244,Details
EU490423,10-36,2019-02-27 01:33:13.301,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Denmark,100,Lyngvej Central,5006477,Aalborg Varme A/S,86,Details
EU490240,10-36,2019-02-27 01:33:13.267,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Denmark,100,Sædding Varmev,5006182,DIN Forsyning Varme A/S,184,Details
EU490393,10-36,2019-02-27 01:33:13.247,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Denmark,100,Hjørring Varmef,5006428,HJØRRING VARMEFORSYNING A M B A,557,Details
EU490245,10-36,2019-02-27 01:33:13.161,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Poland,100,Kopalnia Ropy Naftowej i Gazu Ziemnego Lubiatów,5022286,Polskie Górnictwo Naftowe i Gazownictwo S.A.,40018,Details
EU490242,10-36,2019-02-27 01:33:12.921,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Denmark,100,Måbjergværket A/S:DK329,5006357,Maabjerg Energy Center - BioHeat&Power A/S,34401,Details
EU490257,10-36,2019-02-27 01:33:12.69,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Poland,100,Kotłownia gazowa,5002491,Bridgestone Stargard Sp. z o.o.,754,Details
EU490259,10-36,2019-02-27 01:33:12.538,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Sweden,100,Södra Cell Värö,5001465,Södra Skogsägarna ekonomisk förening,9950,Details
EU490246,10-36,2019-02-27 01:33:12.314,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Sweden,100,HVC Sörby,5002035,Mjölby-Svartådalen Energi AB,1347,Details
EU490241,10-36,2019-02-27 01:33:12.224,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Denmark,100,Sundholm Varmec,5006543,HOFOR Fjernvarme P/S,1134,Details
EU490247,10-36,2019-02-27 01:33:12.214,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Poland,100,ICT POLAND SP. Z O.O.,5003372,ICT POLAND SP. Z O.O.,17960,Details
EU490273,10-36,2019-02-27 01:33:12.198,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Denmark,100,Hammershøj Teglværk,5006423,RANDERS TEGL A/S,14539,Details
EU490233,10-36,2019-02-27 01:33:11.997,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Denmark,100,Feldborg Energy ApS,5006157,FELDBORG ENERGY ApS,3038,Details
