Transaction ID,Transaction Type,Transaction Date,Transaction Status,Transferring Registry,Transferring Account Type,Transferring Account Name,Transferring Account Identifier,Transferring Account Holder,Acquiring Registry,Acquiring Account Type,Acquiring Account Name,Acquiring Account Identifier,Acquiring Account Holder,Nb of units,Option
NL31951,3-0,2019-04-18 12:02:13.304,Completed,Netherlands,121,C-Quest Capital Malaysia Global Stoves Limited,5026380,C-Quest Capital Malaysia Global Stoves Limited,Switzerland,100,,53,,8309,Details
EU514707,10-0,2019-04-18 12:02:01.168,Completed,Italy,100,EMILCERAMICA FIORANO 1,5020096,EMILCERAMICA Srl,Italy,100,EMILCERAMICA FIORANO 2,5020097,EMILCERAMICA Srl,1000,Details
EU514698,10-0,2019-04-18 12:01:59.008,Completed,Belgium,100,13457.Flying Partners CVBA,5019607,Flying Partners CVBA,Belgium,100,29427.Flying Service,5019609,Flying Service,10000,Details
EU514932,10-0,2019-04-18 12:01:53.766,Completed,Hungary,100,Operator Account:HU184,5011810,SZETÁV Kft.,Hungary,100,Operator Account:HU181,5011807,SZETÁV Kft.,7500,Details
EU509734,10-0,2019-04-18 12:01:45.245,Completed,France,100,ARKEMA FEUCHY,5004797,ARKEMA FRANCE,France,100,ARKEMA FRANCE MONT,5020872,ARKEMA FRANCE,10513,Details
CDM57593,3-0,2019-04-18 12:01:44.189,Completed,CDM,110,,1000,,Sweden,100,CPF - Carbon Participation Fund,5017400,Statens energimyndighet,66265,Details
CDM57592,3-0,2019-04-18 12:01:14.282,Completed,CDM,110,,1000,,Spain,100,Cuenta de haberes de España,1003304,Oficina Española de Cambio Climático,157386,Details
EU514752,10-0,2019-04-18 12:00:56.798,Completed,Italy,100,CTE,5012939,Consorzio Toscana Energia SpA,Italy,100,Operator Account,5013566,Bartoli S.p.A.,5000,Details
CDM57591,3-0,2019-04-18 12:00:32.7,Completed,CDM,110,,1000,,Norway,100,Statens beholdningskonto No2,2,Miljødirektoratet,66265,Details
EU514700,10-0,2019-04-18 12:00:21.684,Completed,Germany,100,838 - Anlagenkonto,5015756,ENSO Energie Sachsen Ost AG,Germany,100,757 - Anlagenkonto,5014969,DREWAG - Stadtwerke Dresden GmbH,18500,Details
EU514772,10-0,2019-04-18 12:00:14.356,Completed,Italy,100,Caldaie Polioli,5012679,Alcoplast Srl,Italy,100,Aitherco2 SpA,5016984,AitherCO2 SIM SpA,15000,Details
EU509725,10-0,2019-04-18 12:00:11.43,Completed,France,100,ARKEMA FRANCE LACQ,5020871,ARKEMA FRANCE,France,100,ARKEMA FRANCE Marseille Saint Menet,5005482,ARKEMA FRANCE,10877,Details
EU515788,10-0,2019-04-18 11:59:30.993,Completed,United Kingdom,100,Redshaw Advisors,5023004,Louis Redshaw,France,100,MARITIME INVESTMENT AND SHIPPING CIE LTD,5000640,MARITIME INVESTMENT AND SHIPPING COMPANY LIMITED,117,Details
EU515789,10-0,2019-04-18 11:58:10.588,Completed,United Kingdom,100,Redshaw Advisors,5023004,Louis Redshaw,France,100,MARITIME INVESTMENT AND SHIPPING CIE LTD,5000640,MARITIME INVESTMENT AND SHIPPING COMPANY LIMITED,93,Details
EU515719,10-0,2019-04-18 11:56:44.893,Completed,United Kingdom,100,Newedge UK Financial Ltd,5016868,Societe Generale International Limited,Netherlands,100,ICE Clear Europe Limited,5026873,ICE Clear Europe Limited,80000,Details
EU515797,10-0,2019-04-18 11:55:27.688,Completed,United Kingdom,100,Redshaw Advisors,5023004,Louis Redshaw,Greece,100,MEBGAL,5021283,ΜΕΒΓΑΛ,323,Details
EU515819,10-2,2019-04-18 11:54:34.685,Completed,Italy,100,Conto centrale termica CBcotti S.r.l.,5013243,CBcotti S.r.l.,European Commission,100,EU Allowance deletion,5016380,European Commission,2035,Details
CDM57586,3-0,2019-04-18 11:53:08.854,Completed,CDM,110,,1000,,Norway,100,Statens beholdningskonto No2,2,Miljødirektoratet,44964,Details
CDM57587,3-0,2019-04-18 11:52:32.583,Completed,CDM,110,,1000,,Spain,100,Cuenta de haberes de España,1003304,Oficina Española de Cambio Climático,106797,Details
EU515590,10-2,2019-04-18 11:52:15.811,Completed,Spain,100,"Compañía Valenciana del Aluminio, Baux S.L.U.",5020074,"Compañía Valenciana del Aluminio, Baux S.L.U.",European Commission,100,EU Allowance deletion,5016380,European Commission,17864,Details
