Transaction ID,Transaction Type,Transaction Date,Transaction Status,Transferring Registry,Transferring Account Type,Transferring Account Name,Transferring Account Identifier,Transferring Account Holder,Acquiring Registry,Acquiring Account Type,Acquiring Account Name,Acquiring Account Identifier,Acquiring Account Holder,Nb of units,Option
EU503858,10-0,2019-04-01 15:05:36.277,Completed,Netherlands,100,ICE Clear Europe Limited,5026873,ICE Clear Europe Limited,United Kingdom,100,BNP Paribas,5017654,BNP Paribas,710000,Details
EU503748,10-2,2019-04-01 15:04:44.146,Completed,Belgium,100,130 ARLANXEO Belgium,5022050,ARLANXEO Belgium,European Commission,100,EU Allowance deletion,5016380,European Commission,9463,Details
EU502918,10-0,2019-04-01 15:04:43.96,Completed,Spain,100,"Iberdrola Energía España, S.A.U.",5023790,"Iberdrola Energía España, S.A.U.",Spain,100,"Iberdrola Generación Térmica, S.L.U. – Ciclo Combinado Escombreras, grupo 6",5009073,"Iberdrola Generación Térmica, S.L.",2947,Details
EU503860,10-0,2019-04-01 15:04:39.744,Completed,Netherlands,100,ICE Clear Europe Limited,5026873,ICE Clear Europe Limited,United Kingdom,100,ED&F Man Capital Markets Ltd,5023256,E D & F MAN CAPITAL MARKETS LIMITED,15000,Details
EU502968,10-0,2019-04-01 15:04:38.619,Completed,Germany,100,SKW Piesteritz - Sammelkonto,5023105,SKW Stickstoffwerke Piesteritz GmbH,Germany,100,Ammoniakanlage 2,5018635,SKW Stickstoffwerke Piesteritz GmbH,60438,Details
EU502960,10-0,2019-04-01 15:04:26.151,Completed,Spain,100,"S.A.I.C.A.-1, S.A. - Industrias Celulosa Aragonesa",5009884,S.A.I.C.A.,Spain,100,"Planta de Valoración Energética Residuos Industriales no Peligrosos-SAICA, S.A. Industricas de Celulosa Aragonesa",5009514,S.A.I.C.A.,190000,Details
EU502965,10-0,2019-04-01 15:03:38.273,Completed,Netherlands,100,USG handelsrekening,5011363,Utility Support Group (USG) B.V.,Austria,100,Borealis AG,5020105,Borealis AG,50000,Details
EU503864,10-0,2019-04-01 15:03:36.751,Completed,Netherlands,100,ICE Clear Europe Limited,5026873,ICE Clear Europe Limited,United Kingdom,100,Newedge UK Financial Ltd,5016868,Societe Generale International Limited,5000,Details
EU502964,10-0,2019-04-01 15:02:40.119,Completed,Germany,100,SKW Piesteritz - Sammelkonto,5023105,SKW Stickstoffwerke Piesteritz GmbH,Germany,100,Ammoniakanlage 1,5018637,SKW Stickstoffwerke Piesteritz GmbH,2377,Details
EU503866,10-0,2019-04-01 15:02:30.986,Completed,Netherlands,100,ICE Clear Europe Limited,5026873,ICE Clear Europe Limited,United Kingdom,100,Goldman Sachs International (Commods) - Trading Account,5017378,Goldman Sachs International,380000,Details
EU503868,10-0,2019-04-01 15:01:36.139,Completed,Netherlands,100,ICE Clear Europe Limited,5026873,ICE Clear Europe Limited,Germany,100,UniCredit Bank AG Trading Account,5016811,UniCredit Bank AG,5000,Details
EU503848,10-0,2019-04-01 15:00:27.221,Completed,Netherlands,100,ICE Clear Europe Limited,5026873,ICE Clear Europe Limited,United Kingdom,100,Newedge UK Financial Ltd,5016868,Societe Generale International Limited,123000,Details
EU502961,10-0,2019-04-01 15:00:15.273,Completed,Germany,100,SKW Piesteritz - Sammelkonto,5023105,SKW Stickstoffwerke Piesteritz GmbH,Germany,100,Ammoniakanlage 1,5018637,SKW Stickstoffwerke Piesteritz GmbH,53829,Details
EU503857,10-2,2019-04-01 14:59:57.325,Completed,Luxembourg,100,LUXAIR,5017633,LUXAIR,European Commission,100,EU Allowance deletion,5016380,European Commission,195578,Details
EU502958,10-0,2019-04-01 14:59:32.116,Completed,Spain,100,"S.A.I.C.A.-1, S.A. - Industrias Celulosa Aragonesa",5009884,S.A.I.C.A.,Spain,100,"S.A.I.C.A.-3, S.A. - Industrias Celulosa Aragonesa",5009256,S.A.I.C.A.,220000,Details
EU503833,10-0,2019-04-01 14:58:59.091,Completed,Norway,100,Nasdaq Clearing Oslo NUF,5016825,Nasdaq Clearing Oslo NUF,Norway,100,Eviny Fornybar AS,5012210,Eviny Fornybar AS,3000,Details
ES1065597,4-0,2019-04-01 14:58:55.169,Completed,Spain,121,"Iberdrola Energía España, S.A.U.",5023791,"Iberdrola Energía España, S.A.U.",Spain,230,Cuenta de Cancelación Voluntaria - CP2,5021999,Oficina Española de Cambio Climático,217,Details
EU503265,10-2,2019-04-01 14:58:33.018,Completed,Estonia,100,Operator Account:EE7,5016312,VKG Soojus AS,European Commission,100,EU Allowance deletion,5016380,European Commission,4,Details
EU502956,10-0,2019-04-01 14:55:56.905,Completed,Netherlands,100,USG handelsrekening,5011363,Utility Support Group (USG) B.V.,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,10000,Details
EU502949,10-0,2019-04-01 14:55:46.815,Completed,Spain,100,"S.A.I.C.A.-1, S.A. - Industrias Celulosa Aragonesa",5009884,S.A.I.C.A.,Spain,100,"S.A.I.C.A.-2, S.A. - Industrias Celulosa Aragonesa",5009254,S.A.I.C.A.,200000,Details
