Transaction ID,Transaction Type,Transaction Date,Transaction Status,Transferring Registry,Transferring Account Type,Transferring Account Name,Transferring Account Identifier,Transferring Account Holder,Acquiring Registry,Acquiring Account Type,Acquiring Account Name,Acquiring Account Identifier,Acquiring Account Holder,Nb of units,Option
EU508151,10-0,2019-04-08 12:08:03.902,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,Germany,100,Advantag Services GmbH,5022399,Advantag Services GmbH,2000,Details
EU506728,10-0,2019-04-08 12:07:59.19,Completed,France,100,GLOBAL EDF,5005470,EDF SA,France,100,EDF TAC de Gennevilliers,5016734,EDF SA,13935,Details
EU508019,10-2,2019-04-08 12:07:53.543,Completed,Germany,100,MTU Aero Engines AG,5020570,MTU Aero Engines AG,European Commission,100,EU Allowance deletion,5016380,European Commission,272,Details
EU506946,10-0,2019-04-08 12:07:53.004,Completed,Latvia,100,Operator Account:LV7,5012074,Pasvaldibas SIA „Ventspils siltums”,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,5000,Details
EU503519,10-0,2019-04-08 12:07:52.231,Completed,Italy,100,Cartiere Carrara Spa - Stabilimento Ferrania,5019265,Cartiere Carrara spa,Italy,100,CARTIERE CARRARA SPA - STABILIMENTO PRATOVECCHIO,5012446,Cartiere Carrara spa,12000,Details
EU503516,10-0,2019-04-08 12:07:44.508,Completed,Italy,100,Cartiere Carrara Spa - Stabilimento Ferrania,5019265,Cartiere Carrara spa,Italy,100,CARTIERE CARRARA SpA - STABILIMENTO CALAMARI,5012442,Cartiere Carrara spa,4000,Details
EU505488,10-2,2019-04-08 12:07:25.608,Completed,Netherlands,100,Vattenfall HWC Duiven-Westervoort,5011550,Vattenfall Warmte N.V.,European Commission,100,EU Allowance deletion,5016380,European Commission,911,Details
EU506166,10-0,2019-04-08 12:07:21.347,Completed,Poland,100,ENERGETYKA CIEPLNA OPOLSZCZYZNY S.A.,5003888,ENERGETYKA CIEPLNA OPOLSZCZYZNY S.A.,Poland,100,CIEPŁOWNIA,5003681,ENERGETYKA CIEPLNA OPOLSZCZYZNY S.A.,10630,Details
EU506950,10-0,2019-04-08 12:07:16.857,Completed,Germany,100,RP PM 11,5013951,Rhein Papier GmbH,Germany,100,RP PM 11 Steam,5015226,Rhein Papier GmbH,17242,Details
EU506715,10-0,2019-04-08 12:07:11.808,Completed,France,100,GLOBAL EDF,5005470,EDF SA,France,100,EDF - CENTRALE LE HAVRE,5005648,EDF SA,415373,Details
EU506903,10-0,2019-04-08 12:07:08.68,Completed,Spain,100,"Cementos Portland Valderrivas, S.A.- Instalación de Alcalá de Guadaíra",5009747,"Cementos Portland Valderrivas, S.A.",Spain,100,"Global Factor Commodity Trading, S.A.U.",5016901,"Global Factor Commodity Trading, S.A.U.",1000,Details
EU507037,10-0,2019-04-08 12:07:01.014,Completed,Spain,100,"Air Europa Líneas Aéreas, S.A.U.",5016952,"Air Europa Líneas Aéreas, S.A.U.",United Kingdom,100,Vertis Environmental Finance Ltd / GB Trading Account,5016869,Vertis Environmental Finance,59697,Details
EU507031,10-0,2019-04-08 12:06:46.459,Completed,Latvia,100,Operator Account:LV68,5012135,"LODE SIA, Liepa plant",Latvia,100,Operator Account:LV74,5012141,"LODE SIA, Ane plant",180,Details
EU506936,10-0,2019-04-08 12:06:46.364,Completed,Romania,100,Operator Account,5010111,SC CHIMCOMPLEX SA BORZESTI - Sucursala Ramnicu Valcea,Romania,100,Operator Account,5010033,Chimcomplex SA Borzesti,37500,Details
EU506851,10-0,2019-04-08 12:06:38.706,Completed,Finland,100,Olkiluodon kaasuturbiilaitos:FI687,5010702,Fingrid Oyj,Finland,100,Forssan kaasuturbiinilaitos,5017607,Fingrid Oyj,4823,Details
EU506937,10-0,2019-04-08 12:06:19.371,Completed,Germany,100,KÄMMERER Paper GmbH,5015381,Kämmerer Paper GmbH,Germany,100,KÄMMERER Energie GmbH,5023743,Kämmerer Energie GmbH,75305,Details
EU508027,10-2,2019-04-08 12:06:09.438,Completed,Germany,100,Anlagenkonto der MTU Maintenance Hannover GmbH,5021389,MTU Maintenance Hannover GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,6374,Details
EU507112,10-0,2019-04-08 12:06:03.569,Completed,Germany,100,1876 - E.ON Energy Projects GmbH  Personenkonto,5015437,E.ON Energy Projects GmbH,Germany,100,KWK Anlage Greifswald,5023999,Industriekraftwerk Greifswald GmbH,11562,Details
EU505489,10-2,2019-04-08 12:05:42.903,Completed,Netherlands,100,TWC VU,5026580,Vattenfall Warmte N.V.,European Commission,100,EU Allowance deletion,5016380,European Commission,4617,Details
EU506731,10-0,2019-04-08 12:05:32.53,Completed,France,100,GLOBAL EDF,5005470,EDF SA,France,100,EDF CYCLE COMBINE GAZ DE BOUCHAIN,5026220,EDF SA,910716,Details
