Transaction ID,Transaction Type,Transaction Date,Transaction Status,Transferring Registry,Transferring Account Type,Transferring Account Name,Transferring Account Identifier,Transferring Account Holder,Acquiring Registry,Acquiring Account Type,Acquiring Account Name,Acquiring Account Identifier,Acquiring Account Holder,Nb of units,Option
EU517901,10-72,2019-04-24 11:25:22.528,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,Spain,100,"Manufactura Industrial Azulejera, S.L.",5017990,"Manufactura Industrial Azulejera, S.L.",323,Details
EU517896,10-2,2019-04-24 11:24:32.716,Completed,France,100,Cpte de dépôt Usine de Vauxrot,5004699,VERALLIA FRANCE,European Commission,100,EU Allowance deletion,5016380,European Commission,39843,Details
EU517878,10-71,2019-04-24 11:24:06.487,Completed,Spain,100,"Manufactura Industrial Azulejera, S.L.",5017990,"Manufactura Industrial Azulejera, S.L.",European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,323,Details
EU517890,10-0,2019-04-24 11:22:17.129,Completed,Slovenia,100,Belektron TRD Si,5016820,BELEKTRON d.o.o.,Romania,100,TDR Energy SRL,5024160,TDR Energy SRL,58984,Details
EU517875,10-2,2019-04-24 11:21:26.941,Completed,Spain,100,"Manufactura Industrial Azulejera, S.L.",5017990,"Manufactura Industrial Azulejera, S.L.",European Commission,100,EU Allowance deletion,5016380,European Commission,7168,Details
EU517886,10-2,2019-04-24 11:18:34.494,Completed,France,100,Cpte de dépôt Usine VOA-VERRERIE D'ALBI,5004930,VOA VERRERIE D'ALBI,European Commission,100,EU Allowance deletion,5016380,European Commission,76774,Details
EU515319,10-2,2019-04-24 11:17:34.865,Completed,Germany,100,1554 - Anlagenkonto,5014966,Blue Cube Germany Assets GmbH & Co.KG,European Commission,100,EU Allowance deletion,5016380,European Commission,357,Details
EU511598,10-2,2019-04-24 11:17:25.622,Completed,Italy,100,Operator Account,5012660,VETRERIE MERIDIONALI S.P.A.,European Commission,100,EU Allowance deletion,5016380,European Commission,69603,Details
EU517882,10-2,2019-04-24 11:16:00.998,Completed,Italy,100,ETHIOPIAN AIRLINES,5019903,ETHIOPIAN AIRLINES,European Commission,100,EU Allowance deletion,5016380,European Commission,612,Details
EU511603,10-2,2019-04-24 11:15:56.102,Completed,Italy,100,Origgio,5012727,O-I Italy S.p.A.,European Commission,100,EU Allowance deletion,5016380,European Commission,51122,Details
EU517041,10-2,2019-04-24 11:15:07.185,Completed,Hungary,100,Operator Account:HU190,5011816,Szombathelyi Távhõszolgáltató Kft.,European Commission,100,EU Allowance deletion,5016380,European Commission,12023,Details
EU507777,10-2,2019-04-24 11:14:52.608,Completed,Belgium,100,186 Sonaca Gosselies,5004585,Sonaca,European Commission,100,EU Allowance deletion,5016380,European Commission,7533,Details
EU511612,10-2,2019-04-24 11:13:58.936,Completed,Italy,100,San Domenico,5013607,SAN DOMENICO VETRARIA S.P.A.,European Commission,100,EU Allowance deletion,5016380,European Commission,23551,Details
EU511636,10-2,2019-04-24 11:12:27.651,Completed,Italy,100,Aprilia,5012729,O-I Italy S.p.A.,European Commission,100,EU Allowance deletion,5016380,European Commission,57857,Details
EU512682,10-2,2019-04-24 11:11:56.889,Completed,Portugal,100,"BIOTEK, S.A.",5002901,"Celtejo - Empresa de Celulose do Tejo, S.A",European Commission,100,EU Allowance deletion,5016380,European Commission,59180,Details
EU511639,10-2,2019-04-24 11:11:02.871,Completed,Italy,100,Asti,5012737,O-I Italy S.p.A.,European Commission,100,EU Allowance deletion,5016380,European Commission,53899,Details
EU513557,10-2,2019-04-24 11:10:21.264,Completed,France,100,V & B Fliesen Gmbh,5023182,V & B Fliesen Gmbh,European Commission,100,EU Allowance deletion,5016380,European Commission,19055,Details
EU511641,10-2,2019-04-24 11:09:04.629,Completed,Italy,100,Bari,5012731,O-I Italy S.p.A.,European Commission,100,EU Allowance deletion,5016380,European Commission,38556,Details
EU511644,10-2,2019-04-24 11:07:23.712,Completed,Italy,100,Marsala,5012734,O-I Italy S.p.A.,European Commission,100,EU Allowance deletion,5016380,European Commission,22341,Details
EU517847,10-2,2019-04-24 11:06:58.916,Completed,Poland,100,Kotłownia Rejonowa przy ul. Młyńskiej w Wadowicach,5002551,PEC TERMOWAD Sp. z o.o.,European Commission,100,EU Allowance deletion,5016380,European Commission,5302,Details
