Transaction ID,Transaction Type,Transaction Date,Transaction Status,Transferring Registry,Transferring Account Type,Transferring Account Name,Transferring Account Identifier,Transferring Account Holder,Acquiring Registry,Acquiring Account Type,Acquiring Account Name,Acquiring Account Identifier,Acquiring Account Holder,Nb of units,Option
EU505685,10-0,2019-04-03 15:41:04.313,Completed,Netherlands,100,FUTURES CLIENT TRADING ACCOUNT,5027936,Macquarie Bank Limited,Bulgaria,100,Grand Energy Distribution EOOD,5027708,Grand Energy Disribution EOOD,100000,Details
EU503738,10-0,2019-04-03 15:39:26.447,Completed,Germany,100,1941 - Technocell Dekor GmbH & Co KG Personenkonto,5015505,Schoeller Technocell GmbH & Co. KG,Germany,100,FSW Kraftwerk,5013918,Schoeller Technocell GmbH & Co. KG,87645,Details
EU505368,10-2,2019-04-03 15:39:10.76,Completed,Italy,100,Operator Account,5012376,SIRAM SPA,European Commission,100,EU Allowance deletion,5016380,European Commission,5962,Details
EU505671,10-0,2019-04-03 15:39:08.81,Completed,United Kingdom,100,ED&F Man Capital Markets Ltd,5023256,E D & F MAN CAPITAL MARKETS LIMITED,Italy,100,Aitherco2 SpA,5016984,AitherCO2 SIM SpA,120000,Details
EU505687,10-0,2019-04-03 15:38:51.182,Completed,United Kingdom,100,Goldman Sachs International (Commods) - Trading Account,5017378,Goldman Sachs International,Germany,100,Goldman Sachs International,5027670,Goldman Sachs International,592000,Details
EU504650,10-0,2019-04-03 15:38:48.224,Completed,Spain,100,"Euskal Forging, S.A.",5024521,Euskal Forging. S.A.,Spain,100,"Euskal Forging, S.A. - Planta de Irura",5026065,Euskal Forging. S.A.,7067,Details
EU503744,10-0,2019-04-03 15:38:08.905,Completed,Germany,100,1941 - Technocell Dekor GmbH & Co KG Personenkonto,5015505,Schoeller Technocell GmbH & Co. KG,Germany,100,TCO Kraftwerk,5014046,Schoeller Technocell GmbH & Co. KG,120527,Details
EU503747,10-0,2019-04-03 15:36:45.729,Completed,Germany,100,1941 - Technocell Dekor GmbH & Co KG Personenkonto,5015505,Schoeller Technocell GmbH & Co. KG,Germany,100,TCO PM 15,5015566,Schoeller Technocell GmbH & Co. KG,111,Details
EU505538,10-0,2019-04-03 15:36:45.412,Completed,Bulgaria,100,Zagora Finacorp Jsc.,5027231,Zagora Finacorp Jsc.,Czech Republic,100,MND Energy Storage a.s.,5006629,MND Energy Storage a.s.,3190,Details
EU505366,10-2,2019-04-03 15:36:13.79,Completed,Italy,100,Operator Account,5012374,SIRAM SPA,European Commission,100,EU Allowance deletion,5016380,European Commission,7104,Details
EU505673,10-0,2019-04-03 15:35:42.376,Completed,United Kingdom,100,ED&F Man Capital Markets Ltd,5023256,E D & F MAN CAPITAL MARKETS LIMITED,Spain,100,"Global Factor Commodity Trading, S.A.U.",5016901,"Global Factor Commodity Trading, S.A.U.",1000,Details
EU503754,10-0,2019-04-03 15:35:28.944,Completed,Germany,100,1941 - Technocell Dekor GmbH & Co KG Personenkonto,5015505,Schoeller Technocell GmbH & Co. KG,Germany,100,TCG PM,5015573,Schoeller Technocell GmbH & Co. KG,721,Details
EU504562,10-0,2019-04-03 15:35:16.819,Completed,Spain,100,"Cemex España Operaciones, S.L.U. - Alcanar",5009908,"Cemex España Operaciones, S.L.U.",Spain,100,"Cemex España Operaciones, S.L.U. - Castillejo",5009210,"Cemex España Operaciones, S.L.U.",42121,Details
EU505534,10-0,2019-04-03 15:34:36.847,Completed,Greece,100,DEI,5016974,ΔΕΗ Α.Ε,Greece,100,LIGNITIKI MEGALOPOLIS S.A.,5027604,ΛΙΓΝΙΤΙΚΗ ΜΕΓΑΛΟΠΟΛΗΣ Α.Ε,1138358,Details
EU503763,10-0,2019-04-03 15:33:54.978,Completed,Germany,100,1941 - Technocell Dekor GmbH & Co KG Personenkonto,5015505,Schoeller Technocell GmbH & Co. KG,Germany,100,TCN PM,5015578,Schoeller Technocell GmbH & Co. KG,33666,Details
EU505547,10-0,2019-04-03 15:33:12.842,Completed,Bulgaria,100,Zagora Finacorp Jsc.,5027231,Zagora Finacorp Jsc.,Czech Republic,100,Moravia Gas Storage a.s.,5024424,Moravia Gas Storage a.s.,810,Details
EU503767,10-0,2019-04-03 15:32:39.16,Completed,Germany,100,1941 - Technocell Dekor GmbH & Co KG Personenkonto,5015505,Schoeller Technocell GmbH & Co. KG,Germany,100,TCG Kraftwerk,5015619,Schoeller Technocell GmbH & Co. KG,25941,Details
EU505676,10-0,2019-04-03 15:31:59.14,Completed,France,100,BNP PARIBAS,5027964,BNP PARIBAS,Italy,100,ENEL TRADE ITALIA,5016899,Enel Global Trading S.p.A.,32000,Details
EU503770,10-0,2019-04-03 15:31:22.946,Completed,Germany,100,1941 - Technocell Dekor GmbH & Co KG Personenkonto,5015505,Schoeller Technocell GmbH & Co. KG,Germany,100,TCO PM 1,5016059,Schoeller Technocell GmbH & Co. KG,27,Details
EU503776,10-0,2019-04-03 15:30:20.703,Completed,Germany,100,1941 - Technocell Dekor GmbH & Co KG Personenkonto,5015505,Schoeller Technocell GmbH & Co. KG,Germany,100,TCP PM 16,5018727,Schoeller Technocell GmbH & Co. KG,15039,Details
