Transaction ID,Transaction Type,Transaction Date,Transaction Status,Transferring Registry,Transferring Account Type,Transferring Account Name,Transferring Account Identifier,Transferring Account Holder,Acquiring Registry,Acquiring Account Type,Acquiring Account Name,Acquiring Account Identifier,Acquiring Account Holder,Nb of units,Option
EU486671,10-36,2019-02-21 01:43:12.534,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Austria,100,Agrana Aschach,5004040,AGRANA Stärke GmbH,51648,Details
EU486478,10-36,2019-02-21 01:43:12.502,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Germany,100,1794 - Anlagenkonto,5015320,Tesium GmbH,21117,Details
EU486534,10-36,2019-02-21 01:43:12.2,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Germany,100,661 - Anlagenkonto,5025831,N-ERGIE Kraftwerke Gesellschaft mit beschränkter Haftung,583,Details
EU486636,10-36,2019-02-21 01:43:12.182,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Germany,100,1536 - Anlagenkonto,5014939,JACOBS DOUWE EGBERTS DE GmbH,10951,Details
EU486575,10-36,2019-02-21 01:43:12.148,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Germany,100,564 - Anlagenkonto,5015710,Pall Filtersystems GmbH,6293,Details
EU486645,10-36,2019-02-21 01:43:12.088,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Portugal,100,"Verallia Portugal, S.A.",5004007,"Verallia Portugal, S.A.",56983,Details
EU486533,10-36,2019-02-21 01:43:12.087,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Germany,100,558 - Anlagenkonto,5015658,Texon Möckmühl GmbH,5706,Details
EU486579,10-36,2019-02-21 01:43:11.959,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Germany,100,889 - Anlagenkonto,5013769,SecAnim GmbH,5293,Details
EU486794,10-36,2019-02-21 01:43:11.868,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Germany,100,MEGAL Rimpar,5015389,MEGAL GmbH & Co.KG,1725,Details
EU486631,10-36,2019-02-21 01:43:11.393,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Germany,100,1686 - Anlagenkonto,5015148,Prefere Paraform GmbH & Co. KG,11729,Details
EU486572,10-36,2019-02-21 01:43:11.287,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Germany,100,Spitzenlast-Heißwasserkesselanlage Simbach,5014522,STEAG New Energies GmbH,1313,Details
EU486797,10-36,2019-02-21 01:43:11.266,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Germany,100,1477 - Anlagenkonto,5014854,Lausitz Energie Kraftwerke AG,282051,Details
EU486812,10-36,2019-02-21 01:43:11.102,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Germany,100,1793 - Anlagenkonto,5015318,Pharmaserv GmbH,9388,Details
EU486827,10-36,2019-02-21 01:43:11.087,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Germany,100,831 - Anlagenkonto,5015680,DREWAG - Stadtwerke Dresden GmbH,1473,Details
EU486808,10-36,2019-02-21 01:43:10.766,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Germany,100,1829 - Speicher - Rehden,5015376,astora GmbH,21980,Details
EU486510,10-36,2019-02-21 01:43:10.744,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Germany,100,1745 - Arheilgen,5015242,ENTEGA AG,4903,Details
EU486800,10-36,2019-02-21 01:43:10.708,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Germany,100,1607 - Anlagenkonto,5015040,swb Services AG & Co. KG,8,Details
EU486678,10-36,2019-02-21 01:43:10.357,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Germany,100,533 - Anlagenkonto,5015478,Wepa Deutschland GmbH & Co. KG,21493,Details
EU486792,10-36,2019-02-21 01:43:10.133,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Germany,100,1279 - Anlagenkonto,5014580,swb Services AG & Co. KG,3054,Details
EU486539,10-36,2019-02-21 01:43:10.125,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Germany,100,Melaminfabrik-HP3_Teil,5018021,BASF SE,74537,Details
