Transaction ID,Transaction Type,Transaction Date,Transaction Status,Transferring Registry,Transferring Account Type,Transferring Account Name,Transferring Account Identifier,Transferring Account Holder,Acquiring Registry,Acquiring Account Type,Acquiring Account Name,Acquiring Account Identifier,Acquiring Account Holder,Nb of units,Option
EU497483,10-0,2019-03-15 12:31:44.846,Completed,Germany,100,ECC AG Handel,5016813,European Commodity Clearing AG,United Kingdom,100,Belektron TRD,5016818,Belektron d.o.o.,25000,Details
EU497480,10-0,2019-03-15 12:30:31.105,Completed,Germany,100,ECC AG Handel,5016813,European Commodity Clearing AG,United Kingdom,100,Citigroup Global Markets Limited,5021318,Citigroup Global Markets Limited,80000,Details
EU497479,10-0,2019-03-15 12:29:04.363,Completed,Germany,100,ECC AG Handel,5016813,European Commodity Clearing AG,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,25000,Details
EU497382,10-0,2019-03-15 12:27:34.095,Completed,Netherlands,100,STX Services BV,5017430,STX Commodities B.V.,United Kingdom,100,Mitsui Bussan Commodities Ltd,5017395,Mitsui Bussan Commodities Ltd,25000,Details
EU497037,10-0,2019-03-15 12:27:28.63,Completed,United Kingdom,100,,5027635,,United Kingdom,100,EACL ETS Account,5000401,easyJet Airline Company Ltd,48000,Details
EU496786,10-0,2019-03-15 12:26:43.75,Completed,Ireland,100,ESB Moneypoint Generating Station Operator Account,5011985,Electricity Supply Board,United Kingdom,100,BP Gas Marketing Limited (2),5017286,BP Gas Marketing Limited,230000,Details
EU497409,10-0,2019-03-15 12:26:35.381,Completed,Germany,100,ECC AG Handel,5016813,European Commodity Clearing AG,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,27500,Details
EU497410,10-0,2019-03-15 12:24:58.511,Completed,Germany,100,ECC AG Handel,5016813,European Commodity Clearing AG,Netherlands,100,ACT Trading,5017134,ACT Financial Solutions B.V.,42000,Details
EU497449,10-0,2019-03-15 12:23:39.943,Completed,Netherlands,100,STX Services BV,5017430,STX Commodities B.V.,Italy,100,Operator Account,5012543,CARTIERA GIACOSA S.P.A.,2637,Details
EU497034,10-0,2019-03-15 12:23:33.365,Completed,United Kingdom,100,EACL ETS Account,5000401,easyJet Airline Company Ltd,France,100,easyJet Switzerland SA,5000877,easyJet Switzerland SA,43000,Details
EU497413,10-0,2019-03-15 12:21:58.939,Completed,Germany,100,ECC AG Handel,5016813,European Commodity Clearing AG,Germany,100,Deutsche Lufthansa AG,5000022,Deutsche Lufthansa Aktiengesellschaft,53000,Details
EU497028,10-0,2019-03-15 12:20:42.921,Completed,United Kingdom,100,EACL ETS Account,5000401,easyJet Airline Company Ltd,France,100,easyJet Switzerland SA,5000877,easyJet Switzerland SA,142895,Details
EU497415,10-0,2019-03-15 12:19:48.991,Completed,Germany,100,ECC AG Handel,5016813,European Commodity Clearing AG,United Kingdom,100,CFP Energy Limited,5017513,CFP Energy Limited,55000,Details
EU497416,10-0,2019-03-15 12:18:25.684,Completed,Germany,100,ECC AG Handel,5016813,European Commodity Clearing AG,United Kingdom,100,Hartree Partners Power & Gas,5024579,Hartree Partners Power & Gas Company (UK) Limited,100000,Details
EU497418,10-0,2019-03-15 12:17:05.835,Completed,Germany,100,ECC AG Handel,5016813,European Commodity Clearing AG,United Kingdom,100,Mitsui Bussan Commodities Ltd,5017395,Mitsui Bussan Commodities Ltd,125000,Details
EU496751,10-2,2019-03-15 12:16:49.21,Completed,United Kingdom,100,Alrewas Compressor Station,5007401,National Grid Gas Plc,European Commission,100,EU Allowance deletion,5016380,European Commission,8254,Details
EU497419,10-0,2019-03-15 12:15:51.714,Completed,Germany,100,ECC AG Handel,5016813,European Commodity Clearing AG,Netherlands,100,STIL Dutch Registry TA,5027677,Shell Trading International Limited,126000,Details
EU497420,10-0,2019-03-15 12:14:38.071,Completed,Germany,100,ECC AG Handel,5016813,European Commodity Clearing AG,United Kingdom,100,Belektron TRD,5016818,Belektron d.o.o.,200000,Details
EU497421,10-0,2019-03-15 12:13:31.227,Completed,Germany,100,ECC AG Handel,5016813,European Commodity Clearing AG,Germany,100,Commerzbank AG - Trading Account,5016810,COMMERZBANK Aktiengesellschaft,350000,Details
EU497467,10-0,2019-03-15 12:13:21.92,Completed,United Kingdom,100,BNP Paribas,5017654,BNP Paribas,United Kingdom,100,Trading Daily Emissions,5017041,ICE Clear Europe Ltd,640000,Details
