Transaction ID,Transaction Type,Transaction Date,Transaction Status,Transferring Registry,Transferring Account Type,Transferring Account Name,Transferring Account Identifier,Transferring Account Holder,Acquiring Registry,Acquiring Account Type,Acquiring Account Name,Acquiring Account Identifier,Acquiring Account Holder,Nb of units,Option
EU520401,10-2,2019-04-30 14:24:44.995,Completed,France,100,COLAS PROJECTS - TSM 25-4,5026719,COLAS PROJECTS,European Commission,100,EU Allowance deletion,5016380,European Commission,1069,Details
EU520288,10-2,2019-04-30 14:22:31.48,Completed,Italy,100,CENTRALE CAPRI,5027343,S.I.P.P.I.C. S.p.A.,European Commission,100,EU Allowance deletion,5016380,European Commission,368,Details
EU520652,10-0,2019-04-30 14:20:43.716,Completed,Netherlands,100,ICE Clear Europe Limited,5026873,ICE Clear Europe Limited,France,100,BNP PARIBAS,5027964,BNP PARIBAS,1336000,Details
EU520657,10-2,2019-04-30 14:20:15.938,Completed,Italy,100,Operator Account,5013228,Marangoni S.p.A.,European Commission,100,EU Allowance deletion,5016380,European Commission,29525,Details
EU520154,10-0,2019-04-30 14:19:42.288,Completed,Norway,100,Equinor ASA Tjeldbergodden metanolfabrikk,5012304,Equinor ASA,Norway,100,Equinor ASA Raffineri Mongstad,5012302,Equinor ASA,43831,Details
EU520649,10-0,2019-04-30 14:19:36.65,Completed,Netherlands,100,ICE Clear Europe Limited,5026873,ICE Clear Europe Limited,United Kingdom,100,ABN AMRO Clearing Bank N.V,5017351,"ABN AMRO Clearing Bank N.V, London Branch",25000,Details
EU520658,10-0,2019-04-30 14:18:39.126,Completed,Netherlands,100,Electrabel S.A./N.V.,5017550,Electrabel NV/SA,Netherlands,100,ENGIE Maximacentrale,5011278,ENGIE Energie Nederland N.V.,51982,Details
EU520647,10-0,2019-04-30 14:18:27.111,Completed,Netherlands,100,ICE Clear Europe Limited,5026873,ICE Clear Europe Limited,United Kingdom,100,Newedge UK Financial Ltd,5016868,Societe Generale International Limited,397000,Details
EU520641,10-0,2019-04-30 14:17:26.585,Completed,Netherlands,100,ICE Clear Europe Limited,5026873,ICE Clear Europe Limited,United Kingdom,100,ED&F Man Capital Markets Ltd,5023256,E D & F MAN CAPITAL MARKETS LIMITED,69000,Details
EU520640,10-0,2019-04-30 14:15:33.366,Completed,Netherlands,100,ICE Clear Europe Limited,5026873,ICE Clear Europe Limited,Germany,100,Commerzbank AG - Trading Account,5016810,COMMERZBANK Aktiengesellschaft,200000,Details
EU520626,10-2,2019-04-30 14:07:57.95,Completed,Germany,100,iglo GmbH Heizwerk Reken,5015046,iglo GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,13389,Details
EU520638,10-2,2019-04-30 14:07:48.876,Completed,Hungary,100,Operator Account:HU146,5011774,Mázai Téglagyár Ipari és Kereskedelmi Kft.,European Commission,100,EU Allowance deletion,5016380,European Commission,689,Details
EU520164,10-0,2019-04-30 14:03:11.257,Completed,France,100,Société Valmy Défense 17 - SVD17,5023377,SVD 17,France,100,COGESTAR 3 - CEA Saclay,5028083,COGESTAR 3,7563,Details
EU520170,10-0,2019-04-30 14:02:34.38,Completed,Germany,100,Feldmuehle GmbH Anlage PM,5015402,Feldmuehle GmbH,Germany,100,Commerzbank AG - Trading Account,5016810,COMMERZBANK Aktiengesellschaft,5672,Details
EU520650,10-2,2019-04-30 14:01:21.976,Completed,Germany,100,441 - Anlagenkonto,5014369,Deppe Backstein-Keramik GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,7841,Details
EU504683,10-2,2019-04-30 13:56:33.235,Completed,Norway,100,Fluorsid Noralf AS,5027041,Fluorsid Noralf AS,European Commission,100,EU Allowance deletion,5016380,European Commission,10730,Details
EU520643,10-2,2019-04-30 13:53:05.864,Completed,Spain,100,"APOLO CERÁMICAS, S.L.",5018275,"APOLO CERÁMICAS, S.L.",European Commission,100,EU Allowance deletion,5016380,European Commission,3770,Details
EU520644,10-86,2019-04-30 13:48:24.119,Completed,Germany,100,419 - Anlagenkonto,5014171,Sander Insolvenzverwalter der Wehrmann-Ziegel GmbH,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,2116,Details
EU520646,10-72,2019-04-30 13:47:52.264,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,France,100,WEYLCHEM LAMOTTE,5005967,WEYLCHEM LAMOTTE,17959,Details
EU520569,10-71,2019-04-30 13:46:52.357,Completed,France,100,WEYLCHEM LAMOTTE,5005967,WEYLCHEM LAMOTTE,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,17959,Details
