Transaction ID,Transaction Type,Transaction Date,Transaction Status,Transferring Registry,Transferring Account Type,Transferring Account Name,Transferring Account Identifier,Transferring Account Holder,Acquiring Registry,Acquiring Account Type,Acquiring Account Name,Acquiring Account Identifier,Acquiring Account Holder,Nb of units,Option
EU501656,10-2,2019-03-27 14:19:40.947,Completed,Luxembourg,100,Cargolux,5017651,Cargolux Airlines International S.A.,European Commission,100,EU Allowance deletion,5016380,European Commission,797,Details
EU501634,10-0,2019-03-27 14:18:52.388,Completed,Netherlands,100,ICE Clear Europe Limited,5026873,ICE Clear Europe Limited,United Kingdom,100,UBS AG,5027651,UBS AG,650000,Details
EU501651,10-0,2019-03-27 14:18:46.849,Completed,United Kingdom,100,BNP Paribas,5017654,BNP Paribas,Netherlands,100,BNP Paribas London Branch,5027681,BNP Paribas London Branch,7000000,Details
EU500952,10-0,2019-03-27 14:18:10.0,Completed,Finland,100,Kaikuvuori:FI426,5010482,Suur-Savon Sähkö Oy,Finland,100,Koivukatu:FI428,5010484,Suur-Savon Sähkö Oy,20,Details
EU498604,10-2,2019-03-27 14:17:32.178,Completed,Sweden,100,HVC Syran,5002254,Falu Energi & Vatten AB,European Commission,100,EU Allowance deletion,5016380,European Commission,1209,Details
EU501630,10-0,2019-03-27 14:17:19.613,Completed,Netherlands,100,ICE Clear Europe Limited,5026873,ICE Clear Europe Limited,Spain,100,Santander Clientes,5017250,Banco Santander S.A.,1000,Details
EU500945,3-0,2019-03-27 14:16:13.099,Completed,United Kingdom,100,Gazprom Marketing & Trading (TRADING ACCOUNT),5017318,Gazprom Marketing & Trading Limited,Netherlands,121,Gazprom Marketing & Trading Singapore Pte Ltd,5020665,Gazprom Marketing & Trading Singapore Pte Ltd,56523,Details
EU501628,10-0,2019-03-27 14:16:12.276,Completed,Netherlands,100,ICE Clear Europe Limited,5026873,ICE Clear Europe Limited,United Kingdom,100,BNP Paribas,5017654,BNP Paribas,12000,Details
EU501559,10-2,2019-03-27 14:15:38.082,Completed,Norway,100,Magnor Minerals AS,5012276,Magnor Minerals AS,European Commission,100,EU Allowance deletion,5016380,European Commission,52838,Details
EU501603,10-2,2019-03-27 14:15:34.697,Completed,Netherlands,100,"DOC Kaas BV, vestiging Zuivelpark",5011454,DOC Kaas B.V.,European Commission,100,EU Allowance deletion,5016380,European Commission,45488,Details
EU501626,10-0,2019-03-27 14:15:05.927,Completed,Netherlands,100,ICE Clear Europe Limited,5026873,ICE Clear Europe Limited,United Kingdom,100,ABN AMRO Clearing Bank N.V,5017351,"ABN AMRO Clearing Bank N.V, London Branch",4000,Details
EU498605,10-2,2019-03-27 14:14:16.163,Completed,Sweden,100,HVC Regementet,5001644,Falu Energi & Vatten AB,European Commission,100,EU Allowance deletion,5016380,European Commission,16,Details
EU501584,10-0,2019-03-27 14:14:12.982,Completed,United Kingdom,100,Newedge UK Financial Ltd,5016868,Societe Generale International Limited,Czech Republic,100,"ČEZ, a.s. - obchodní účet",5016960,"ČEZ, a. s.",424000,Details
EU501620,10-0,2019-03-27 14:13:43.683,Completed,Netherlands,100,ICE Clear Europe Limited,5026873,ICE Clear Europe Limited,Germany,100,UniCredit Bank AG Trading Account,5016811,UniCredit Bank AG,5000,Details
EU501585,10-0,2019-03-27 14:13:26.319,Completed,United Kingdom,100,Newedge UK Financial Ltd,5016868,Societe Generale International Limited,France,100,EDF TRADING LIMITED,5027028,EDF TRADING LTD,21251000,Details
EU501653,10-72,2019-03-27 14:12:58.06,Completed,European Commission,100,EU Credit Exchange Account - Aviation,5022592,EUROPEAN COMMISSION,Luxembourg,100,Cargolux,5017651,Cargolux Airlines International S.A.,797,Details
EU501614,10-0,2019-03-27 14:12:25.249,Completed,Netherlands,100,ICE Clear Europe Limited,5026873,ICE Clear Europe Limited,United Kingdom,100,Newedge UK Financial Ltd,5016868,Societe Generale International Limited,9000,Details
EU501586,10-0,2019-03-27 14:12:06.093,Completed,United Kingdom,100,Newedge UK Financial Ltd,5016868,Societe Generale International Limited,Germany,100,EnBW Trading Account,5022149,EnBW Energie Baden-Württemberg AG,186000,Details
EU501641,10-71,2019-03-27 14:11:42.051,Completed,Luxembourg,100,Cargolux,5017651,Cargolux Airlines International S.A.,European Commission,100,EU International Credit Account - Aviation,5022591,EUROPEAN COMMISSION,797,Details
EU501631,10-0,2019-03-27 14:11:17.085,Completed,Spain,100,"Global Factor Commodity Trading, S.A.U.",5016901,"Global Factor Commodity Trading, S.A.U.",Spain,100,"Naturgy Energy Group, S.A.",5017187,"Naturgy Energy Group, S.A.",35000,Details
